areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByPublishDatePercentage,cumVaccinationSecondDoseUptakeByPublishDatePercentage,cumVaccinationThirdInjectionUptakeByPublishDatePercentage,newLFDTestsBySpecimenDate,newPCRTestsByPublishDate
K02000001,United Kingdom,overview,2020-08-05,,,,0,161111
K02000001,United Kingdom,overview,2020-08-04,,,,0,150265
K02000001,United Kingdom,overview,2020-08-03,,,,0,144999
K02000001,United Kingdom,overview,2020-08-02,,,,0,145568
K02000001,United Kingdom,overview,2020-08-01,,,,0,146011
K02000001,United Kingdom,overview,2020-07-31,,,,0,164748
K02000001,United Kingdom,overview,2020-07-30,,,,0,170027
K02000001,United Kingdom,overview,2020-07-29,,,,0,157439
K02000001,United Kingdom,overview,2020-07-28,,,,0,147818
K02000001,United Kingdom,overview,2020-07-27,,,,0,89565
K02000001,United Kingdom,overview,2020-07-26,,,,0,111801
K02000001,United Kingdom,overview,2020-07-25,,,,0,139062
K02000001,United Kingdom,overview,2020-07-24,,,,0,147292
K02000001,United Kingdom,overview,2020-07-23,,,,0,141117
K02000001,United Kingdom,overview,2020-07-22,,,,0,137234
K02000001,United Kingdom,overview,2020-07-21,,,,0,132626
K02000001,United Kingdom,overview,2020-07-20,,,,0,92518
K02000001,United Kingdom,overview,2020-07-19,,,,0,114222
K02000001,United Kingdom,overview,2020-07-18,,,,0,135779
K02000001,United Kingdom,overview,2020-07-17,,,,0,164440
K02000001,United Kingdom,overview,2020-07-16,,,,0,150975
K02000001,United Kingdom,overview,2020-07-15,,,,0,137828
K02000001,United Kingdom,overview,2020-07-14,,,,0,118186
K02000001,United Kingdom,overview,2020-07-13,,,,0,85880
K02000001,United Kingdom,overview,2020-07-12,,,,0,94700
K02000001,United Kingdom,overview,2020-07-11,,,,0,126549
K02000001,United Kingdom,overview,2020-07-10,,,,0,134030
K02000001,United Kingdom,overview,2020-07-09,,,,0,137861
K02000001,United Kingdom,overview,2020-07-08,,,,0,127389
K02000001,United Kingdom,overview,2020-07-07,,,,0,106977
K02000001,United Kingdom,overview,2020-07-06,,,,0,77469
K02000001,United Kingdom,overview,2020-07-05,,,,0,92774
K02000001,United Kingdom,overview,2020-07-04,,,,0,114274
K02000001,United Kingdom,overview,2020-07-03,,,,0,139218
K02000001,United Kingdom,overview,2020-07-02,,,,0,136186
K02000001,United Kingdom,overview,2020-07-01,,,,0,123348
K02000001,United Kingdom,overview,2020-06-30,,,,0,112164
K02000001,United Kingdom,overview,2020-06-29,,,,0,75662
K02000001,United Kingdom,overview,2020-06-28,,,,0,83157
K02000001,United Kingdom,overview,2020-06-27,,,,0,100631
K02000001,United Kingdom,overview,2020-06-26,,,,0,105971
K02000001,United Kingdom,overview,2020-06-25,,,,0,108124
K02000001,United Kingdom,overview,2020-06-24,,,,0,91135
K02000001,United Kingdom,overview,2020-06-23,,,,0,73646
K02000001,United Kingdom,overview,2020-06-22,,,,0,63026
K02000001,United Kingdom,overview,2020-06-21,,,,0,60484
K02000001,United Kingdom,overview,2020-06-20,,,,0,83467
K02000001,United Kingdom,overview,2020-06-19,,,,0,90547
K02000001,United Kingdom,overview,2020-06-18,,,,0,89613
K02000001,United Kingdom,overview,2020-06-17,,,,0,86438
K02000001,United Kingdom,overview,2020-06-16,,,,0,80862
K02000001,United Kingdom,overview,2020-06-15,,,,0,71402
K02000001,United Kingdom,overview,2020-06-14,,,,0,69529
K02000001,United Kingdom,overview,2020-06-13,,,,0,98974
K02000001,United Kingdom,overview,2020-06-12,,,,0,98899
K02000001,United Kingdom,overview,2020-06-11,,,,0,101778
K02000001,United Kingdom,overview,2020-06-10,,,,0,101033
K02000001,United Kingdom,overview,2020-06-09,,,,0,93959
K02000001,United Kingdom,overview,2020-06-08,,,,0,69999
K02000001,United Kingdom,overview,2020-06-07,,,,0,86926
K02000001,United Kingdom,overview,2020-06-06,,,,0,93154
K02000001,United Kingdom,overview,2020-06-05,,,,0,101961
K02000001,United Kingdom,overview,2020-06-04,,,,0,99484
K02000001,United Kingdom,overview,2020-06-03,,,,0,101885
K02000001,United Kingdom,overview,2020-06-02,,,,0,92299
K02000001,United Kingdom,overview,2020-06-01,,,,0,70648
K02000001,United Kingdom,overview,2020-05-31,,,,0,82243
K02000001,United Kingdom,overview,2020-05-30,,,,0,96995
K02000001,United Kingdom,overview,2020-05-29,,,,0,105459
K02000001,United Kingdom,overview,2020-05-28,,,,0,101753
K02000001,United Kingdom,overview,2020-05-27,,,,0,82670
K02000001,United Kingdom,overview,2020-05-26,,,,0,77745
K02000001,United Kingdom,overview,2020-05-25,,,,0,78385
K02000001,United Kingdom,overview,2020-05-24,,,,0,59464
K02000001,United Kingdom,overview,2020-05-23,,,,0,91841
K02000001,United Kingdom,overview,2020-05-22,,,,0,91196
K02000001,United Kingdom,overview,2020-05-21,,,,0,105655
K02000001,United Kingdom,overview,2020-05-20,,,,0,86634
K02000001,United Kingdom,overview,2020-05-19,,,,0,86041
K02000001,United Kingdom,overview,2020-05-18,,,,0,70074
K02000001,United Kingdom,overview,2020-05-17,,,,0,81278
K02000001,United Kingdom,overview,2020-05-16,,,,0,91360
K02000001,United Kingdom,overview,2020-05-15,,,,0,91342
K02000001,United Kingdom,overview,2020-05-14,,,,0,84693
K02000001,United Kingdom,overview,2020-05-13,,,,0,83182
K02000001,United Kingdom,overview,2020-05-12,,,,0,74593
K02000001,United Kingdom,overview,2020-05-11,,,,0,70332
K02000001,United Kingdom,overview,2020-05-10,,,,0,76507
K02000001,United Kingdom,overview,2020-05-09,,,,0,77152
K02000001,United Kingdom,overview,2020-05-08,,,,0,76963
K02000001,United Kingdom,overview,2020-05-07,,,,0,77466
K02000001,United Kingdom,overview,2020-05-06,,,,0,74455
K02000001,United Kingdom,overview,2020-05-05,,,,0,66919
K02000001,United Kingdom,overview,2020-05-04,,,,0,72630
K02000001,United Kingdom,overview,2020-05-03,,,,0,68203
K02000001,United Kingdom,overview,2020-05-02,,,,0,63559
K02000001,United Kingdom,overview,2020-05-01,,,,0,74142
K02000001,United Kingdom,overview,2020-04-30,,,,0,83143
K02000001,United Kingdom,overview,2020-04-29,,,,0,65643
K02000001,United Kingdom,overview,2020-04-28,,,,0,45263
K02000001,United Kingdom,overview,2020-04-27,,,,0,31453
K02000001,United Kingdom,overview,2020-04-26,,,,0,31610
K02000001,United Kingdom,overview,2020-04-25,,,,0,29058
K02000001,United Kingdom,overview,2020-04-24,,,,0,28225
K02000001,United Kingdom,overview,2020-04-23,,,,0,28024
K02000001,United Kingdom,overview,2020-04-22,,,,0,23073
K02000001,United Kingdom,overview,2020-04-21,,,,0,22763
K02000001,United Kingdom,overview,2020-04-20,,,,0,
K02000001,United Kingdom,overview,2020-04-19,,,,0,
K02000001,United Kingdom,overview,2020-04-18,,,,0,
K02000001,United Kingdom,overview,2020-04-17,,,,0,
K02000001,United Kingdom,overview,2020-04-16,,,,0,
K02000001,United Kingdom,overview,2020-04-15,,,,0,
K02000001,United Kingdom,overview,2020-04-14,,,,0,
K02000001,United Kingdom,overview,2020-04-13,,,,0,
K02000001,United Kingdom,overview,2020-04-12,,,,0,
K02000001,United Kingdom,overview,2020-04-11,,,,0,
K02000001,United Kingdom,overview,2020-04-10,,,,0,
K02000001,United Kingdom,overview,2020-04-09,,,,0,
K02000001,United Kingdom,overview,2020-04-08,,,,0,
K02000001,United Kingdom,overview,2020-04-07,,,,0,
K02000001,United Kingdom,overview,2020-04-06,,,,0,
K02000001,United Kingdom,overview,2020-04-05,,,,0,
K02000001,United Kingdom,overview,2020-04-04,,,,0,
K02000001,United Kingdom,overview,2020-04-03,,,,0,
K02000001,United Kingdom,overview,2020-04-02,,,,0,
K02000001,United Kingdom,overview,2020-04-01,,,,0,
K02000001,United Kingdom,overview,2020-03-31,,,,0,
K02000001,United Kingdom,overview,2020-03-30,,,,0,
K02000001,United Kingdom,overview,2020-03-29,,,,0,
K02000001,United Kingdom,overview,2020-03-28,,,,0,
K02000001,United Kingdom,overview,2020-03-27,,,,0,
K02000001,United Kingdom,overview,2020-03-26,,,,0,
K02000001,United Kingdom,overview,2020-03-25,,,,0,
K02000001,United Kingdom,overview,2020-03-24,,,,0,
K02000001,United Kingdom,overview,2020-03-23,,,,0,
K02000001,United Kingdom,overview,2020-03-22,,,,0,
K02000001,United Kingdom,overview,2020-03-21,,,,0,
K02000001,United Kingdom,overview,2020-03-20,,,,0,
